,mape,rmse
1,4020416708258355.5,24.54534679046185
2,4232070444851131.0,24.728074819516525
3,4463987128117669.5,28.17009565106599
4,3733382037088456.0,29.139751640022563
5,3726792922395118.0,28.464884311706303
6,3884782805464715.5,28.50989195289924
7,4257851430842711.0,28.94867339938908
8,3860311228631487.5,30.192574405419947
9,3765302342299217.0,29.77143839935489
10,4557059007658993.0,30.259123665871506
