,mape,rmse
1,1643610709396429.8,22.28560405700793
2,1166417173457340.5,22.540518466335616
3,1125769029610214.5,23.06116566817625
4,1052092429216253.1,24.166146934127447
5,1116124468580617.6,23.81050013524899
6,2334020427316123.0,25.332678282963546
7,1408697021078152.5,23.9653937169508
8,1346886300682688.8,25.46566169909096
9,1260452024973275.8,24.966269137047817
10,1553821361583985.8,24.87265347962203
