timestamp,h_1_actuals,h_2_actuals,h_3_actuals,h_4_actuals,h_5_actuals,h_6_actuals,h_7_actuals,h_8_actuals,h_9_actuals,h_10_actuals,h_11_actuals,h_12_actuals,h_13_actuals,h_14_actuals,h_15_actuals,h_16_actuals,h_17_actuals,h_18_actuals,h_19_actuals,h_20_actuals,h_21_actuals,h_22_actuals,h_23_actuals,h_24_actuals,h_1_preds,h_2_preds,h_3_preds,h_4_preds,h_5_preds,h_6_preds,h_7_preds,h_8_preds,h_9_preds,h_10_preds,h_11_preds,h_12_preds,h_13_preds,h_14_preds,h_15_preds,h_16_preds,h_17_preds,h_18_preds,h_19_preds,h_20_preds,h_21_preds,h_22_preds,h_23_preds,h_24_preds
2019-11-13,0.20615942028985515,0.1649275362318841,0.18554347826086962,0.19585144927536238,0.1443115942028986,0.20615942028985515,0.6081702898550726,0.4329347826086957,0.11338768115942031,0.20615942028985515,0.2886231884057972,0.422626811594203,0.12369565217391307,0.27831521739130444,0.23708333333333342,0.12369565217391307,0.36077898550724646,0.7937137681159423,0.968949275362319,1.01018115942029,0.7834057971014495,0.3092391304347827,0.26800724637681167,0.18554347826086962,0.20882110849022867,0.18831177059561016,0.13949631260707976,0.1681406610645354,0.23109773807227615,0.3583300214260817,0.4931477432698012,0.4780906936526299,0.37850730985403064,0.3182089708372951,0.3070988055318594,0.25949476107954983,0.3097310156002641,0.2635511909797788,0.301394910030067,0.4024414099752903,0.5597624834626914,0.6815210060775281,0.7155978237092496,0.7055335347354413,0.5856244841963053,0.4832727426290513,0.3747157776355744,0.33048225253820424
2019-11-14,0.15461956521739134,0.17523550724637688,0.18554347826086962,0.1649275362318841,0.1649275362318841,0.27831521739130444,0.7524818840579711,0.3298550724637682,0.845253623188406,0.27831521739130444,0.5463224637681161,0.23708333333333342,0.7834057971014495,0.5875543478260871,0.22677536231884063,0.47416666666666685,0.6494021739130437,0.31954710144927545,0.7421739130434785,0.463858695652174,0.4020108695652175,0.5153985507246378,0.19585144927536238,0.17523550724637688,0.17965213671326638,0.18766227632761004,0.1646146306395531,0.16102353632450106,0.20330241031944754,0.3297732373699546,0.484636296927929,0.4549236670136452,0.39842497862875464,0.3232342475280166,0.26819598328322175,0.2966285958886147,0.3336216832697392,0.29961941514164214,0.326370689496398,0.4563915948569775,0.652372510507703,0.7475127269327642,0.7791119658946992,0.7805744673311711,0.6496176763623953,0.5213802783191205,0.3691501919180155,0.25025664255023006
2019-11-15,0.20615942028985515,0.15461956521739134,0.20615942028985515,0.1443115942028986,0.20615942028985515,0.1649275362318841,0.7730978260869568,0.45355072463768126,0.9998731884057974,0.47416666666666685,0.505090579710145,0.13400362318840583,0.1443115942028986,0.21646739130434786,0.23708333333333342,0.15461956521739134,0.6081702898550726,0.4123188405797103,0.21646739130434786,0.23708333333333342,0.4020108695652175,0.36077898550724646,0.37108695652173923,0.22677536231884063,0.1550389620475471,0.1758889235556126,0.1506633174046874,0.12298829266801478,0.1651434085518122,0.3141405646875501,0.5061244441568852,0.5345647088438273,0.4747488325089217,0.42487998388707643,0.36905544176697735,0.3537550941109658,0.3837815653532744,0.3358892218396068,0.314224101677537,0.38004417002201085,0.4636983788758517,0.5073793431371451,0.5116933789849282,0.5374014902114869,0.4624019763618708,0.4062569370865822,0.2966311819106341,0.21983578175306323
2019-11-16,0.19585144927536238,0.19585144927536238,0.15461956521739134,0.17523550724637688,0.19585144927536238,0.15461956521739134,0.6597101449275364,0.7421739130434785,0.36077898550724646,0.23708333333333342,0.6803260869565219,0.463858695652174,0.7215579710144929,0.3298550724637682,0.15461956521739134,0.1443115942028986,0.34016304347826093,5.2776811594202915,0.7318659420289857,0.7421739130434785,4.277807971014495,0.36077898550724646,0.7937137681159423,0.23708333333333342,0.166656983923167,0.1845226124301553,0.2036731017380953,0.13861298471689226,0.12649619974195958,0.1586706590279937,0.23625600412487988,0.3370129331946373,0.41675881490111355,0.41562507741153243,0.40823511675000196,0.42615396007895473,0.4293125952035189,0.4041235113143921,0.3581164414435625,0.36838858723640444,0.396313046514988,0.4316866482049227,0.4599219812452794,0.45637798644602307,0.4038851733505726,0.39475973755121235,0.3331904958933592,0.2718753838911653
2019-11-17,0.15461956521739134,0.13400362318840583,0.15461956521739134,0.18554347826086962,0.1649275362318841,0.34016304347826093,0.5875543478260871,0.5978623188405798,0.6700181159420292,0.422626811594203,0.26800724637681167,0.20615942028985515,0.18554347826086962,1.2266485507246379,0.7318659420289857,0.845253623188406,1.0514130434782611,1.4225,1.0720289855072467,0.5463224637681161,0.5360144927536233,0.4329347826086957,0.22677536231884063,0.22677536231884063,0.1840375213325024,0.18308442384004595,0.15700378766283396,0.11039660170674326,0.10473382819443942,0.23287554342299702,0.41553189583122735,0.47261337183415897,0.5016039928793907,0.4505679580569268,0.4753910138458014,0.4409334150701762,0.5556370576471091,0.35142610572278504,0.30686496131122115,0.3838601210713387,0.5130421378463508,0.6030561379343272,0.6528075133264065,0.7080401955544949,0.8020529487729073,0.8756859831511975,0.7587196984887123,0.5395553074032069
2019-11-18,0.19585144927536238,0.20615942028985515,0.22677536231884063,0.19585144927536238,0.21646739130434786,0.22677536231884063,0.804021739130435,0.23708333333333342,0.35047101449275375,0.37108695652173923,0.18554347826086962,0.38139492753623194,0.1649275362318841,0.34016304347826093,0.47416666666666685,0.1649275362318841,1.0617210144927538,0.6597101449275364,0.7215579710144929,0.4844746376811595,0.38139492753623194,0.3298550724637682,0.24739130434782614,0.19585144927536238,0.18427865728735926,0.21412381023168567,0.17440529940649868,0.19995495319366458,0.2767760439962149,0.3713716696202755,0.5612288427352906,0.6144654551148415,0.6240606990456582,0.5761942793428898,0.5937514187395573,0.5787256557494402,0.5620410232245923,0.5793765278160573,0.7113634458184243,0.9515233257412912,1.146158110946417,1.1629184164106847,1.0474638099968434,0.8507321424782277,0.6082698550820351,0.4329150510579348,0.34852041322737937,0.24130970586091283
2019-11-19,0.21646739130434786,0.18554347826086962,0.21646739130434786,0.17523550724637688,0.22677536231884063,0.15461956521739134,0.9071014492753625,0.2886231884057972,0.24739130434782614,0.22677536231884063,0.22677536231884063,0.17523550724637688,0.15461956521739134,0.18554347826086962,0.1443115942028986,0.20615942028985515,0.4844746376811595,1.2884963768115945,2.164673913043479,1.8348188405797106,0.6803260869565219,0.6287862318840581,0.23708333333333342,0.1649275362318841,0.22963926404714588,0.19543490465730431,0.12269616756588222,0.11684583326801659,0.21304950885474686,0.35756091304123405,0.4894434151053429,0.4357437352091075,0.3357260692864657,0.2569257601723075,0.18969268515706064,0.1845431522279978,0.2176218289509416,0.20797535210847856,0.257803417891264,0.413982444703579,0.6070239859819413,0.7310751231014729,0.786621773838997,0.7728914383053781,0.6156275540590287,0.48403201565146453,0.32733726821839815,0.24033121448010208
2019-11-20,0.20615942028985515,0.18554347826086962,0.24739130434782614,0.3092391304347827,0.20615942028985515,0.36077898550724646,0.8143297101449277,0.38139492753623194,0.31954710144927545,0.1649275362318841,0.18554347826086962,0.17523550724637688,0.18554347826086962,0.17523550724637688,0.18554347826086962,0.1649275362318841,1.1132608695652177,0.8246376811594206,0.8967934782608699,0.5669384057971016,0.5566304347826089,0.3092391304347827,0.24739130434782614,0.1443115942028986,0.10872924281284214,0.12624975396320226,0.09919907337054612,0.12052120646461846,0.1746749769896269,0.37590276174247267,0.5616781322658062,0.5312197953462602,0.41058771848678594,0.3330710937455297,0.30101039823144676,0.28733727313578133,0.3704814845323563,0.273444654121995,0.29894249208271506,0.4072456877678633,0.6380804146826268,0.8776013351976872,0.9942330479621888,1.037571724653244,0.8852907232940198,0.6612967029213906,0.3994398862868548,0.23769476503133777
2019-11-21,0.20615942028985515,0.1443115942028986,0.2886231884057972,0.1443115942028986,0.4123188405797103,0.1443115942028986,1.0720289855072467,0.4020108695652175,0.71125,0.5153985507246378,0.34016304347826093,0.13400362318840583,0.18554347826086962,0.13400362318840583,0.19585144927536238,1.1854166666666668,1.1029528985507249,0.5772463768115944,0.5360144927536233,0.7524818840579711,0.39170289855072477,0.422626811594203,0.35047101449275375,0.11338768115942031,0.12181864762678744,0.1538618450984359,0.15466257926076651,0.1446386279910803,0.19363853082060817,0.3304766141623259,0.5205159534513951,0.5334004054218531,0.5092799421399833,0.4366842841356993,0.3719267740845681,0.3756798551231623,0.3978665674477816,0.3716582517325879,0.37265751607716086,0.47736652269959456,0.6454751658439637,0.7137815883755685,0.7290472579002382,0.722011751830578,0.5850953247398138,0.4788656523823739,0.3324650743231178,0.22361353598535064
2019-11-22,0.17523550724637688,0.11338768115942031,0.35047101449275375,0.11338768115942031,0.37108695652173923,0.17523550724637688,0.9998731884057974,0.31954710144927545,0.8349456521739134,0.35047101449275375,0.12369565217391307,0.22677536231884063,0.27831521739130444,2.2059057971014497,3.154239130434784,0.6287862318840581,0.927717391304348,0.5772463768115944,1.1029528985507249,0.463858695652174,0.7524818840579711,0.5772463768115944,0.23708333333333342,0.13400362318840583,0.15539803756400944,0.17758332969620827,0.13945060148835184,0.11488534241914751,0.18239510059356692,0.36120775520801546,0.5932339599728585,0.6126179755479098,0.5316469553112985,0.45132290691137317,0.37602786585688597,0.37148893088102347,0.39803542196750646,0.3578943827003241,0.3833920510858298,0.5150608035922051,0.639551818817854,0.6755664572119714,0.6576220928132535,0.6566391924768687,0.5497321095317603,0.473447893857956,0.35768436379730706,0.27551319617778064
