,mae,mape,rmse,B
0,19.08670720912964,247.14726541002068,24.963359449736608,GEP1
1,6.419865963017737,24.681862617263565,9.392847873426996,GEP4
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
