,mae,mape,rmse,B
0,0.748748076495291,29.03983215081774,1.1984745923469247,0.0
1,0.18696652768868868,50.40607907491442,0.3461868447161601,1.0
2,0.4193449960250105,45.21855928295977,0.637728541602497,2.0
3,0.4847652801227673,29.784737069082095,0.7002106029777322,3.0
4,0.5318587544144303,80.97308044960971,0.8380559470803364,4.0
5,0.17486214941193381,56.81411494867701,0.2788714849032907,5.0
6,0.3904797299495847,42.683528423194865,0.623950530563616,6.0
7,0.3463973805292041,50.57786669357813,0.582611855607618,7.0
8,0.5529708097184646,47.306190245817966,0.8586959712021988,8.0
9,0.3265765532824618,55.686890213955294,0.5552856040108133,9.0
10,0.22773302728441255,64.84201691757866,0.34411949881761456,10.0
11,0.23120859420859674,38.0223616869725,0.3467333650425521,11.0
12,0.48485786670500347,37.396090007709425,0.77907292221968,12.0
13,0.7106913424266542,29.0609153514529,1.0444620330996783,13.0
14,0.8699025765220044,134.22884116832037,1.4158639398099746,14.0
15,0.2910432899647678,65.2996980544639,0.42743877608434655,15.0
16,0.4270176773957775,181.605286587838,0.5849760748775942,16.0
17,1.0391669006699202,59.31410261300998,1.8414966588734254,17.0
18,0.38659011378714925,17.779817136157476,0.5582767931590684,18.0
19,0.34062771678689546,29.933504848493662,0.5327660003231933,19.0
20,0.11357931330343068,69.38421971021953,0.2411670345588865,20.0
21,0.40730174929367263,118.03296708548861,0.7135141247316803,21.0
22,0.42822378862283395,119.5335582021785,0.5953215091523606,22.0
23,0.2599238777701207,73.14293266984222,0.48915956644551145,23.0
24,0.4640342748297273,48.99684816029682,0.6824337088880452,24.0
25,0.10414198435941113,33.4685027594048,0.2122916923701273,25.0
26,0.7303325892119359,167.98969703472503,1.078059844634406,26.0
27,0.8980175091654059,43.366794760491,1.2482826172868695,27.0
