Date,Valeur,working day
2020-02-15 19:00:00,5.652,0.0
2020-02-15 19:15:00,5.376,0.0
2020-02-15 19:30:00,6.28,0.0
2020-02-15 19:45:00,6.255,0.0
2020-02-15 20:00:00,6.155,0.0
2020-02-15 20:15:00,6.532,0.0
2020-02-15 20:30:00,6.0539999999999985,0.0
2020-02-15 20:45:00,6.079,0.0
2020-02-15 21:00:00,6.4060000000000015,0.0
2020-02-15 21:15:00,6.18,0.0
2020-02-15 21:30:00,6.481,0.0
2020-02-15 21:45:00,6.532,0.0
2020-02-15 22:00:00,6.481,0.0
2020-02-15 22:15:00,6.6320000000000014,0.0
2020-02-15 22:30:00,6.506,0.0
2020-02-15 22:45:00,6.456,0.0
2020-02-15 23:00:00,6.381,0.0
2020-02-15 23:15:00,6.305,0.0
2020-02-15 23:30:00,6.381,0.0
2020-02-15 23:45:00,6.23,0.0
