Date,Valeur,working day
2020-02-10 23:00:00,4.496,1.0
2020-02-10 23:15:00,4.496,1.0
2020-02-10 23:30:00,4.496,1.0
2020-02-10 23:45:00,4.496,1.0
2020-02-11 00:00:00,4.496,1.0
2020-02-11 00:15:00,4.496,1.0
2020-02-11 00:30:00,4.496,1.0
2020-02-11 00:45:00,4.496,1.0
2020-02-11 01:00:00,4.496,1.0
2020-02-11 01:15:00,4.496,1.0
2020-02-11 01:30:00,4.496,1.0
2020-02-11 01:45:00,4.496,1.0
2020-02-11 02:00:00,4.496,1.0
2020-02-11 02:15:00,4.496,1.0
2020-02-11 02:30:00,4.496,1.0
2020-02-11 02:45:00,4.496,1.0
2020-02-11 03:00:00,4.496,1.0
2020-02-11 03:15:00,4.496,1.0
2020-02-11 03:30:00,4.496,1.0
2020-02-11 03:45:00,4.496,1.0
2020-02-11 04:00:00,4.496,1.0
2020-02-11 04:15:00,4.496,1.0
2020-02-11 04:30:00,4.496,1.0
2020-02-11 04:45:00,4.496,1.0
2020-02-11 05:00:00,4.496,1.0
2020-02-11 05:15:00,4.496,1.0
2020-02-11 05:30:00,4.496,1.0
2020-02-11 05:45:00,4.496,1.0
2020-02-11 06:00:00,4.496,1.0
2020-02-11 06:15:00,4.496,1.0
2020-02-11 06:30:00,4.496,1.0
2020-02-11 06:45:00,4.496,1.0
2020-02-11 07:00:00,4.496,1.0
2020-02-11 07:15:00,4.496,1.0
2020-02-11 07:30:00,4.496,1.0
2020-02-11 07:45:00,4.496,1.0
2020-02-11 08:00:00,4.496,1.0
2020-02-11 08:15:00,4.496,1.0
2020-02-11 08:30:00,4.496,1.0
2020-02-11 08:45:00,4.496,1.0
2020-02-11 09:00:00,4.496,1.0
2020-02-11 09:15:00,4.496,1.0
2020-02-11 09:30:00,4.496,1.0
2020-02-11 09:45:00,4.496,1.0
2020-02-11 10:00:00,4.496,1.0
2020-02-11 10:15:00,4.496,1.0
2020-02-11 10:30:00,4.496,1.0
2020-02-11 10:45:00,4.496,1.0
2020-02-11 11:00:00,4.496,1.0
2020-02-11 11:15:00,4.496,1.0
2020-02-11 11:30:00,4.496,1.0
2020-02-11 11:45:00,4.496,1.0
2020-02-11 12:00:00,4.496,1.0
2020-02-11 12:15:00,4.496,1.0
2020-02-11 12:30:00,4.496,1.0
2020-02-11 12:45:00,4.496,1.0
2020-02-11 13:00:00,4.496,1.0
2020-02-11 13:15:00,4.496,1.0
2020-02-11 13:30:00,4.496,1.0
2020-02-11 13:45:00,4.496,1.0
2020-02-11 14:00:00,4.496,1.0
2020-02-11 14:15:00,4.496,1.0
2020-02-11 14:30:00,4.496,1.0
2020-02-11 14:45:00,4.496,1.0
2020-02-11 15:00:00,4.496,1.0
2020-02-11 15:15:00,4.496,1.0
2020-02-11 15:30:00,4.496,1.0
2020-02-11 15:45:00,4.496,1.0
2020-02-11 16:00:00,4.496,1.0
2020-02-11 16:15:00,4.496,1.0
2020-02-11 16:30:00,4.496,1.0
2020-02-11 16:45:00,4.496,1.0
2020-02-11 17:00:00,4.496,1.0
2020-02-11 17:15:00,4.496,1.0
2020-02-11 17:30:00,4.496,1.0
2020-02-11 17:45:00,4.496,1.0
2020-02-11 18:00:00,4.496,1.0
2020-02-11 18:15:00,4.496,1.0
2020-02-11 18:30:00,4.496,1.0
2020-02-11 18:45:00,4.496,1.0
2020-02-11 19:00:00,4.496,1.0
2020-02-11 19:15:00,4.496,1.0
2020-02-11 19:30:00,4.496,1.0
2020-02-11 19:45:00,4.496,1.0
2020-02-11 20:00:00,4.496,1.0
2020-02-11 20:15:00,4.496,1.0
2020-02-11 20:30:00,4.496,1.0
2020-02-11 20:45:00,4.496,1.0
2020-02-11 21:00:00,4.496,1.0
2020-02-11 21:15:00,4.496,1.0
2020-02-11 21:30:00,4.496,1.0
2020-02-11 21:45:00,4.496,1.0
2020-02-11 22:00:00,4.496,1.0
2020-02-11 22:15:00,4.496,1.0
2020-02-11 22:30:00,4.496,1.0
2020-02-11 22:45:00,4.496,1.0
2020-02-11 23:00:00,4.496,1.0
2020-02-11 23:15:00,4.496,1.0
2020-02-11 23:30:00,4.496,1.0
2020-02-11 23:45:00,4.496,1.0
2020-02-12 00:00:00,4.496,1.0
2020-02-12 00:15:00,4.496,1.0
2020-02-12 00:30:00,4.496,1.0
2020-02-12 00:45:00,4.496,1.0
2020-02-12 01:00:00,4.496,1.0
2020-02-12 01:15:00,4.496,1.0
2020-02-12 01:30:00,4.496,1.0
2020-02-12 01:45:00,4.496,1.0
2020-02-12 02:00:00,4.496,1.0
2020-02-12 02:15:00,4.496,1.0
2020-02-12 02:30:00,4.496,1.0
2020-02-12 02:45:00,4.496,1.0
2020-02-12 03:00:00,4.496,1.0
2020-02-12 03:15:00,4.496,1.0
2020-02-12 03:30:00,4.496,1.0
2020-02-12 03:45:00,4.496,1.0
2020-02-12 04:00:00,4.496,1.0
2020-02-12 04:15:00,4.496,1.0
2020-02-12 04:30:00,4.496,1.0
2020-02-12 04:45:00,4.496,1.0
2020-02-12 05:00:00,4.496,1.0
2020-02-12 05:15:00,4.496,1.0
2020-02-12 05:30:00,4.496,1.0
2020-02-12 05:45:00,4.496,1.0
2020-02-12 06:00:00,4.496,1.0
2020-02-12 06:15:00,4.496,1.0
2020-02-12 06:30:00,4.496,1.0
2020-02-12 06:45:00,4.496,1.0
2020-02-12 07:00:00,4.496,1.0
2020-02-12 07:15:00,4.496,1.0
2020-02-12 07:30:00,4.496,1.0
2020-02-12 07:45:00,4.496,1.0
2020-02-12 08:00:00,4.496,1.0
2020-02-12 08:15:00,4.496,1.0
2020-02-12 08:30:00,4.496,1.0
2020-02-12 08:45:00,4.496,1.0
2020-02-12 09:00:00,4.496,1.0
2020-02-12 09:15:00,4.496,1.0
2020-02-12 09:30:00,4.496,1.0
2020-02-12 09:45:00,4.496,1.0
2020-02-12 10:00:00,4.496,1.0
2020-02-12 10:15:00,4.496,1.0
2020-02-12 10:30:00,4.496,1.0
2020-02-12 10:45:00,4.496,1.0
2020-02-12 11:00:00,4.496,1.0
2020-02-12 11:15:00,4.496,1.0
2020-02-12 11:30:00,4.496,1.0
2020-02-12 11:45:00,4.496,1.0
2020-02-12 12:00:00,4.496,1.0
2020-02-12 12:15:00,4.496,1.0
2020-02-12 12:30:00,4.496,1.0
2020-02-12 12:45:00,4.496,1.0
2020-02-12 13:00:00,4.496,1.0
2020-02-12 13:15:00,4.496,1.0
2020-02-12 13:30:00,4.496,1.0
2020-02-12 13:45:00,4.496,1.0
2020-02-12 14:00:00,4.496,1.0
2020-02-12 14:15:00,4.496,1.0
2020-02-12 14:30:00,4.496,1.0
2020-02-12 14:45:00,4.496,1.0
2020-02-12 15:00:00,4.496,1.0
2020-02-12 15:15:00,4.496,1.0
2020-02-12 15:30:00,4.496,1.0
2020-02-12 15:45:00,4.496,1.0
2020-02-12 16:00:00,4.496,1.0
2020-02-12 16:15:00,4.496,1.0
2020-02-12 16:30:00,4.496,1.0
2020-02-12 16:45:00,4.496,1.0
2020-02-12 17:00:00,4.496,1.0
2020-02-12 17:15:00,4.496,1.0
2020-02-12 17:30:00,4.496,1.0
2020-02-12 17:45:00,4.496,1.0
2020-02-12 18:00:00,4.496,1.0
2020-02-12 18:15:00,4.496,1.0
2020-02-12 18:30:00,4.496,1.0
2020-02-12 18:45:00,4.496,1.0
2020-02-12 19:00:00,4.496,1.0
2020-02-12 19:15:00,4.496,1.0
2020-02-12 19:30:00,4.496,1.0
2020-02-12 19:45:00,4.496,1.0
2020-02-12 20:00:00,4.496,1.0
2020-02-12 20:15:00,4.496,1.0
2020-02-12 20:30:00,4.496,1.0
2020-02-12 20:45:00,4.496,1.0
2020-02-12 21:00:00,4.496,1.0
2020-02-12 21:15:00,4.496,1.0
2020-02-12 21:30:00,4.496,1.0
2020-02-12 21:45:00,4.496,1.0
2020-02-12 22:00:00,4.496,1.0
2020-02-12 22:15:00,4.496,1.0
2020-02-12 22:30:00,4.496,1.0
2020-02-12 22:45:00,4.496,1.0
2020-02-12 23:00:00,4.496,1.0
2020-02-12 23:15:00,4.496,1.0
2020-02-12 23:30:00,4.496,1.0
2020-02-12 23:45:00,4.496,1.0
2020-02-13 00:00:00,5.4510000000000005,1.0
2020-02-13 00:15:00,5.627000000000002,1.0
2020-02-13 00:30:00,5.6770000000000005,1.0
2020-02-13 00:45:00,5.979,1.0
2020-02-13 01:00:00,5.8279999999999985,1.0
2020-02-13 01:15:00,5.6770000000000005,1.0
2020-02-13 01:30:00,5.5520000000000005,1.0
2020-02-13 01:45:00,5.778,1.0
2020-02-13 02:00:00,5.526,1.0
2020-02-13 02:15:00,5.6770000000000005,1.0
2020-02-13 02:30:00,5.702000000000001,1.0
2020-02-13 02:45:00,5.5520000000000005,1.0
2020-02-13 03:00:00,5.5520000000000005,1.0
2020-02-13 03:15:00,5.803,1.0
2020-02-13 03:30:00,5.476,1.0
2020-02-13 03:45:00,5.6770000000000005,1.0
2020-02-13 04:00:00,5.627000000000002,1.0
2020-02-13 04:15:00,5.8279999999999985,1.0
2020-02-13 04:30:00,6.205,1.0
2020-02-13 04:45:00,6.079,1.0
2020-02-13 05:00:00,5.602,1.0
2020-02-13 05:15:00,5.526,1.0
2020-02-13 05:30:00,5.501,1.0
2020-02-13 05:45:00,5.752999999999999,1.0
2020-02-13 06:00:00,5.5520000000000005,1.0
2020-02-13 06:15:00,5.602,1.0
2020-02-13 06:30:00,5.778,1.0
2020-02-13 06:45:00,5.627000000000002,1.0
2020-02-13 07:00:00,5.627000000000002,1.0
2020-02-13 07:15:00,5.702000000000001,1.0
2020-02-13 07:30:00,6.481,1.0
2020-02-13 07:45:00,8.892999999999997,1.0
2020-02-13 08:00:00,9.371,1.0
2020-02-13 08:15:00,9.471,1.0
2020-02-13 08:30:00,9.898,1.0
2020-02-13 08:45:00,12.21,1.0
2020-02-13 09:00:00,12.737,1.0
2020-02-13 09:15:00,14.22,1.0
2020-02-13 09:30:00,16.456,1.0
2020-02-13 09:45:00,16.23,1.0
2020-02-13 10:00:00,16.28,1.0
2020-02-13 10:15:00,15.953,1.0
2020-02-13 10:30:00,14.722,1.0
2020-02-13 10:45:00,16.205,1.0
2020-02-13 11:00:00,15.803,1.0
2020-02-13 11:15:00,13.717,1.0
2020-02-13 11:30:00,12.662,1.0
2020-02-13 11:45:00,12.687,1.0
2020-02-13 12:00:00,12.687,1.0
2020-02-13 12:15:00,12.838,1.0
2020-02-13 12:30:00,12.762,1.0
2020-02-13 12:45:00,13.441,1.0
2020-02-13 13:00:00,12.134,1.0
2020-02-13 13:15:00,12.285,1.0
2020-02-13 13:30:00,12.637,1.0
2020-02-13 13:45:00,12.863,1.0
2020-02-13 14:00:00,12.762,1.0
2020-02-13 14:15:00,13.114,1.0
2020-02-13 14:30:00,13.139,1.0
2020-02-13 14:45:00,13.918,1.0
2020-02-13 15:00:00,12.838,1.0
2020-02-13 15:15:00,13.014,1.0
2020-02-13 15:30:00,12.536,1.0
2020-02-13 15:45:00,13.215,1.0
2020-02-13 16:00:00,12.637,1.0
2020-02-13 16:15:00,12.888,1.0
2020-02-13 16:30:00,12.486,1.0
2020-02-13 16:45:00,12.109000000000002,1.0
2020-02-13 17:00:00,11.958,1.0
2020-02-13 17:15:00,11.431,1.0
2020-02-13 17:30:00,11.933,1.0
2020-02-13 17:45:00,11.406,1.0
2020-02-13 18:00:00,11.079,1.0
2020-02-13 18:15:00,11.154000000000002,1.0
2020-02-13 18:30:00,10.451,1.0
2020-02-13 18:45:00,9.773,1.0
2020-02-13 19:00:00,9.622,1.0
2020-02-13 19:15:00,9.748,1.0
2020-02-13 19:30:00,7.837999999999999,1.0
2020-02-13 19:45:00,6.532,1.0
2020-02-13 20:00:00,5.979,1.0
2020-02-13 20:15:00,6.6320000000000014,1.0
2020-02-13 20:30:00,6.0539999999999985,1.0
2020-02-13 20:45:00,6.13,1.0
2020-02-13 21:00:00,7.235,1.0
2020-02-13 21:15:00,6.18,1.0
2020-02-13 21:30:00,6.23,1.0
2020-02-13 21:45:00,5.954,1.0
2020-02-13 22:00:00,6.155,1.0
2020-02-13 22:15:00,5.954,1.0
2020-02-13 22:30:00,5.877999999999999,1.0
2020-02-13 22:45:00,6.13,1.0
2020-02-13 23:00:00,6.18,1.0
2020-02-13 23:15:00,5.702000000000001,1.0
2020-02-13 23:30:00,5.877999999999999,1.0
2020-02-13 23:45:00,6.104,1.0
2020-02-14 00:00:00,6.004,1.0
2020-02-14 00:15:00,6.6320000000000014,1.0
2020-02-14 00:30:00,6.18,1.0
2020-02-14 00:45:00,6.079,1.0
2020-02-14 01:00:00,6.18,1.0
2020-02-14 01:15:00,6.155,1.0
2020-02-14 01:30:00,6.0539999999999985,1.0
2020-02-14 01:45:00,6.155,1.0
2020-02-14 02:00:00,6.4060000000000015,1.0
2020-02-14 02:15:00,6.13,1.0
2020-02-14 02:30:00,5.877999999999999,1.0
2020-02-14 02:45:00,6.029,1.0
2020-02-14 03:00:00,6.079,1.0
2020-02-14 03:15:00,6.079,1.0
2020-02-14 03:30:00,6.205,1.0
2020-02-14 03:45:00,6.431,1.0
2020-02-14 04:00:00,6.104,1.0
2020-02-14 04:15:00,6.0539999999999985,1.0
2020-02-14 04:30:00,5.8279999999999985,1.0
2020-02-14 04:45:00,5.928,1.0
2020-02-14 05:00:00,6.783,1.0
2020-02-14 05:15:00,6.934,1.0
2020-02-14 05:30:00,6.481,1.0
2020-02-14 05:45:00,6.104,1.0
2020-02-14 06:00:00,6.205,1.0
2020-02-14 06:15:00,6.029,1.0
2020-02-14 06:30:00,6.004,1.0
2020-02-14 06:45:00,5.979,1.0
2020-02-14 07:00:00,5.954,1.0
2020-02-14 07:15:00,7.411,1.0
2020-02-14 07:30:00,8.29,1.0
2020-02-14 07:45:00,7.888,1.0
2020-02-14 08:00:00,8.567,1.0
2020-02-14 08:15:00,9.119,1.0
2020-02-14 08:30:00,11.004,1.0
2020-02-14 08:45:00,11.833,1.0
2020-02-14 09:00:00,13.491,1.0
2020-02-14 09:15:00,13.466,1.0
2020-02-14 09:30:00,13.491,1.0
2020-02-14 09:45:00,13.416,1.0
2020-02-14 10:00:00,13.918,1.0
2020-02-14 10:15:00,13.114,1.0
2020-02-14 10:30:00,13.265,1.0
2020-02-14 10:45:00,13.567,1.0
2020-02-14 11:00:00,13.515999999999998,1.0
2020-02-14 11:15:00,14.245,1.0
2020-02-14 11:30:00,13.567,1.0
2020-02-14 11:45:00,13.114,1.0
2020-02-14 12:00:00,12.662,1.0
2020-02-14 12:15:00,12.637,1.0
2020-02-14 12:30:00,12.562,1.0
2020-02-14 12:45:00,12.737,1.0
2020-02-14 13:00:00,12.235,1.0
2020-02-14 13:15:00,13.24,1.0
2020-02-14 13:30:00,13.515999999999998,1.0
2020-02-14 13:45:00,12.285,1.0
2020-02-14 14:00:00,11.833,1.0
2020-02-14 14:15:00,11.205,1.0
2020-02-14 14:30:00,11.33,1.0
2020-02-14 14:45:00,12.134,1.0
2020-02-14 15:00:00,11.607,1.0
2020-02-14 15:15:00,12.009,1.0
2020-02-14 15:30:00,11.707,1.0
2020-02-14 15:45:00,11.431,1.0
2020-02-14 16:00:00,12.31,1.0
2020-02-14 16:15:00,11.431,1.0
2020-02-14 16:30:00,11.23,1.0
2020-02-14 16:45:00,11.958,1.0
2020-02-14 17:00:00,10.828,1.0
2020-02-14 17:15:00,10.425999999999998,1.0
2020-02-14 17:30:00,10.853,1.0
2020-02-14 17:45:00,10.828,1.0
2020-02-14 18:00:00,11.255,1.0
2020-02-14 18:15:00,11.406,1.0
2020-02-14 18:30:00,11.079,1.0
2020-02-14 18:45:00,10.476,1.0
2020-02-14 19:00:00,10.803,1.0
2020-02-14 19:15:00,10.074,1.0
2020-02-14 19:30:00,9.145,1.0
2020-02-14 19:45:00,6.13,1.0
2020-02-14 20:00:00,5.8279999999999985,1.0
2020-02-14 20:15:00,6.104,1.0
2020-02-14 20:30:00,6.431,1.0
2020-02-14 20:45:00,5.728,1.0
2020-02-14 21:00:00,5.702000000000001,1.0
2020-02-14 21:15:00,6.0539999999999985,1.0
2020-02-14 21:30:00,7.109,1.0
2020-02-14 21:45:00,7.21,1.0
2020-02-14 22:00:00,6.4060000000000015,1.0
2020-02-14 22:15:00,6.582000000000002,1.0
2020-02-14 22:30:00,6.4060000000000015,1.0
2020-02-14 22:45:00,7.16,1.0
2020-02-14 23:00:00,6.356,1.0
2020-02-14 23:15:00,6.431,1.0
2020-02-14 23:30:00,6.23,1.0
2020-02-14 23:45:00,6.506,1.0
2020-02-15 00:00:00,6.532,0.0
2020-02-15 00:15:00,6.783,0.0
2020-02-15 00:30:00,6.934,0.0
2020-02-15 00:45:00,6.481,0.0
2020-02-15 01:00:00,6.356,0.0
2020-02-15 01:15:00,6.6320000000000014,0.0
2020-02-15 01:30:00,6.029,0.0
2020-02-15 01:45:00,6.004,0.0
2020-02-15 02:00:00,5.702000000000001,0.0
2020-02-15 02:15:00,5.803,0.0
2020-02-15 02:30:00,5.8279999999999985,0.0
2020-02-15 02:45:00,5.954,0.0
2020-02-15 03:00:00,5.778,0.0
2020-02-15 03:15:00,6.305,0.0
2020-02-15 03:30:00,6.6320000000000014,0.0
2020-02-15 03:45:00,6.6320000000000014,0.0
2020-02-15 04:00:00,6.732,0.0
2020-02-15 04:15:00,6.4060000000000015,0.0
2020-02-15 04:30:00,6.481,0.0
2020-02-15 04:45:00,6.456,0.0
2020-02-15 05:00:00,6.356,0.0
2020-02-15 05:15:00,6.431,0.0
2020-02-15 05:30:00,6.808,0.0
2020-02-15 05:45:00,7.3610000000000015,0.0
2020-02-15 06:00:00,6.882999999999999,0.0
2020-02-15 06:15:00,6.431,0.0
2020-02-15 06:30:00,6.481,0.0
2020-02-15 06:45:00,6.657,0.0
2020-02-15 07:00:00,6.4060000000000015,0.0
2020-02-15 07:15:00,6.23,0.0
2020-02-15 07:30:00,6.18,0.0
2020-02-15 07:45:00,6.757999999999999,0.0
2020-02-15 08:00:00,6.28,0.0
2020-02-15 08:15:00,6.33,0.0
2020-02-15 08:30:00,6.6320000000000014,0.0
2020-02-15 08:45:00,6.205,0.0
2020-02-15 09:00:00,6.305,0.0
2020-02-15 09:15:00,6.431,0.0
2020-02-15 09:30:00,6.356,0.0
2020-02-15 09:45:00,6.255,0.0
2020-02-15 10:00:00,6.4060000000000015,0.0
2020-02-15 10:15:00,6.205,0.0
2020-02-15 10:30:00,6.255,0.0
2020-02-15 10:45:00,6.381,0.0
2020-02-15 11:00:00,6.18,0.0
2020-02-15 11:15:00,6.757999999999999,0.0
2020-02-15 11:30:00,6.18,0.0
2020-02-15 11:45:00,5.8279999999999985,0.0
2020-02-15 12:00:00,5.903,0.0
2020-02-15 12:15:00,5.501,0.0
2020-02-15 12:30:00,5.401,0.0
2020-02-15 12:45:00,5.3,0.0
2020-02-15 13:00:00,5.376,0.0
2020-02-15 13:15:00,5.602,0.0
2020-02-15 13:30:00,6.481,0.0
2020-02-15 13:45:00,6.33,0.0
2020-02-15 14:00:00,6.757999999999999,0.0
2020-02-15 14:15:00,6.6320000000000014,0.0
2020-02-15 14:30:00,6.381,0.0
2020-02-15 14:45:00,6.33,0.0
2020-02-15 15:00:00,6.456,0.0
2020-02-15 15:15:00,6.431,0.0
2020-02-15 15:30:00,6.28,0.0
2020-02-15 15:45:00,6.607,0.0
2020-02-15 16:00:00,6.607,0.0
2020-02-15 16:15:00,6.255,0.0
2020-02-15 16:30:00,7.034,0.0
2020-02-15 16:45:00,6.607,0.0
2020-02-15 17:00:00,6.155,0.0
2020-02-15 17:15:00,6.431,0.0
2020-02-15 17:30:00,6.506,0.0
2020-02-15 17:45:00,6.104,0.0
2020-02-15 18:00:00,6.004,0.0
2020-02-15 18:15:00,5.8279999999999985,0.0
2020-02-15 18:30:00,5.627000000000002,0.0
2020-02-15 18:45:00,5.803,0.0
