,mae,mape,rmse,B
0,0.131583150607944,47.622518072168106,0.22735987813819225,MAC000020
1,0.09055662911922731,67.319455605409,0.16824934855736984,MAC001814
2,0.08099909308971687,74.1025469744668,0.11352416548465195,MAC003721
3,0.14853822092659924,40.96356970294116,0.24647870052221738,MAC003341
4,0.0489630437739739,63.94697827581024,0.0722627379264312,MAC001688
5,0.2597346579852654,106.27768133721345,0.40262377478395656,MAC002714
6,0.10149619628492323,64.04078044717349,0.16927204311079283,MAC003248
7,0.2713030322425091,50.360343518804726,0.4218417311979997,MAC002235
8,0.14512453820761156,22.876848048062815,0.23223630796656514,MAC004754
9,0.34871902854018055,51.36251570408101,0.5228914541380916,MAC003186
10,0.0969177874966626,173.7621145178057,0.17389132178937763,MAC003154
11,0.25326932088755516,121.4466925847135,0.3913899309328983,MAC002004
12,0.24213531926719,79.32587450972247,0.3706144343179684,MAC000446
13,0.472666225386578,86.73791135446926,0.6768372191580092,MAC003133
14,0.2527116252513587,58.25035214539608,0.36376399634128587,MAC003210
15,0.2733863828933398,73.9498463833012,0.4680007416906976,MAC003274
16,0.13504132468076022,53.04188648077426,0.24605881280777972,MAC003042
17,0.15941277889889646,67.3517027527389,0.2621663692697741,MAC001680
18,0.21674147971944335,118.24044133330236,0.38603317732901093,MAC004338
19,0.4402978719847914,86.62739097916517,0.698586548597504,MAC003247
20,0.15445156341006458,98.35252446565173,0.29594036911540433,MAC002419
21,0.06605190391088943,52.624182645069695,0.09434675395323995,MAC000236
22,0.22550836757662623,64.52008140754249,0.33740969238189067,MAC004422
23,0.12882105248712458,23.693828279586818,0.20772036129937613,MAC002325
24,0.08543066232652456,71.2561627282142,0.15364377412896563,MAC000714
25,0.21019308685082372,98.51877613888668,0.32943742663870285,MAC003282
26,0.04063981184767034,29.12281822423843,0.06121902279061377,MAC002488
27,0.06349749474591715,21.098641839919072,0.08749650353291184,MAC001796
28,0.15236065176063449,81.4254442394925,0.23375714878273599,MAC000483
29,0.20574411135497792,89.14584885646416,0.373594712979491,MAC001435
30,0.2200897257716963,47.35808142960584,0.35092536402263347,MAC003109
31,0.06381216183311901,27.09943690510166,0.08842366133590268,MAC003688
32,0.19230902407821598,66.92763513470678,0.2801141989516034,MAC004125
33,0.12430435998924888,65.8828498060446,0.19198440905937408,MAC003311
34,0.13964075883333474,72.20124950097093,0.22740237691225085,MAC000658
35,0.10505636339100087,25.30987605647838,0.16155375891774096,MAC000532
36,0.23663189046376853,56.634704538979186,0.3585392038478253,MAC000081
37,0.18362919092658112,70.94597646202266,0.2742706030610416,MAC001927
38,0.19357506344779968,42.236852467546186,0.32005459821615395,MAC000802
39,0.39281660753756714,98.44924713817625,0.6441099325120413,MAC005484
40,0.10476581401989758,34.477719508841695,0.19337625174060658,MAC001639
41,0.14412131846725726,83.727823406143,0.21515409730395263,MAC004243
42,0.18676118589712984,56.930250781117444,0.2877027418334687,MAC002103
43,0.2903464280099637,82.96319796038001,0.45116722536215126,MAC002105
44,0.08451176318134541,80.88747684782392,0.16428635183873458,MAC003988
45,0.01684577113353979,42.867191957078845,0.02842119031833935,MAC005536
46,0.1323674465030478,30.687288836493064,0.18869578273709828,MAC002397
47,0.14241416683734456,61.431270134029035,0.2402625508587851,MAC003989
48,0.28792340945192507,61.10114986349586,0.4145737774422733,MAC001078
49,0.14680693944741083,69.4410128958877,0.2652995773730022,MAC005542
50,0.23124222783895337,42.080910095104244,0.471312858090804,MAC004976
51,0.3045542992339107,39.827217527137336,0.4477920274663797,MAC002851
52,0.22471225177043744,66.48908004594085,0.35702087461012916,MAC001800
53,0.2938592927926711,45.47959556438015,0.41033262578867113,MAC004439
54,0.4791823266230955,93.91402129156454,0.7044214015204449,MAC000050
55,0.09555466116012212,140.3275817308793,0.1694959578443626,MAC004496
56,0.07348999618896591,96.58529252499756,0.13008980572425738,MAC001610
57,0.16413447361382047,97.12001860402428,0.294481503720004,MAC004471
58,0.20904848271899584,82.66551483322104,0.3181180922962792,MAC004857
59,0.21271835346286258,180.65364490921237,0.3082527604153227,MAC000770
60,0.3450441060733899,51.07160401955162,0.5046000629505022,MAC003357
61,0.16480280816974976,149.4608304496074,0.31863713481230715,MAC002474
62,0.17688837067874613,150.03042846832872,0.29621297723122875,MAC004825
63,0.08590015487532952,61.0660151987783,0.1530441102271195,MAC003365
64,0.06550914829525468,36.75887087448327,0.12422775547422547,MAC004406
65,0.2992086232839888,59.13686326314177,0.5211732785309757,MAC004900
66,0.15279775170763868,53.82470307906648,0.2500328519862183,MAC005523
67,0.48864676260501316,65.18380842923075,0.8525377045840864,MAC003428
68,0.31078440936814594,69.66923957834295,0.518388803088906,MAC000030
69,0.09567447853301031,29.555142733494467,0.14241929227065633,MAC000593
70,0.2578222334556235,62.25023401589729,0.4001310712884466,MAC003900
71,0.395342287798733,50.55068271417507,0.6070662642042046,MAC003355
72,0.5780050282424993,119.01135008506654,0.8668873566843402,MAC003607
73,0.35378872210237755,47.51514903606372,0.535744639649264,MAC003445
74,0.12139964301115551,40.26858172774798,0.23571608134381872,MAC003822
75,0.2800019793278095,67.52940430201193,0.4163604968775159,MAC005363
76,0.28468779155694707,171.13109390170942,0.40622887810343683,MAC003977
77,0.22739582147398588,57.19666818689695,0.3856626015736893,MAC004570
78,0.1804438039949948,33.706561540451965,0.24825148889665966,MAC003916
79,0.08322703326786665,43.69385922266495,0.1512901240174906,MAC004069
80,0.06664680412445599,126.34376235718199,0.11760710519757953,MAC005289
81,0.3844439549714111,248.65890379013075,0.6038019426703112,MAC005345
82,0.5601298283510103,779.9273442233318,0.7322672481354872,MAC005335
83,0.05086758896335994,60.40947307713951,0.11168359181824844,MAC002696
84,0.07173151386530964,46.961749200219806,0.13593806822207388,MAC004620
85,0.11299649755403826,79.8493077638844,0.25604774785638995,MAC003618
86,0.28342714104550043,61.4327687445276,0.4697321799951257,MAC001611
87,0.32691731930106066,85.04682059262883,0.5019176701560812,MAC003622
88,0.2782196137936337,65.48236323823839,0.4079864253202241,MAC002385
89,0.21133341433929592,72.47511692250839,0.41233579280766847,MAC002195
