epoch,loss
0,0.08814932405948639
1,0.0728362575173378
2,0.06771744787693024
3,0.0650399774312973
4,0.06332570314407349
5,0.062399692833423615
6,0.0616324357688427
7,0.06113620474934578
8,0.06060938164591789
9,0.06029930338263512
10,0.06001793593168259
11,0.05981253460049629
12,0.05959207937121391
13,0.05940806120634079
14,0.059140585362911224
15,0.059041593223810196
16,0.058871712535619736
17,0.0587015263736248
18,0.058598291128873825
19,0.05836834758520126
20,0.05826196447014809
21,0.058170612901449203
22,0.05802074074745178
23,0.057976607233285904
24,0.057895977050065994
25,0.057828452438116074
26,0.05747203528881073
27,0.05758514627814293
28,0.05754278227686882
29,0.05750802159309387
30,0.057417672127485275
31,0.05735427513718605
32,0.05736715346574783
33,0.05723527446389198
34,0.057145752012729645
35,0.05710531398653984
36,0.05705060064792633
37,0.05697225406765938
38,0.05687898397445679
39,0.05681036040186882
40,0.056864090263843536
41,0.05669409781694412
42,0.0567542240023613
43,0.05666787177324295
44,0.05662504956126213
45,0.05649450793862343
46,0.056537069380283356
47,0.05647958815097809
48,0.056492067873477936
49,0.05645544081926346
50,0.05632801353931427
51,0.0562719851732254
52,0.05628020688891411
53,0.056224923580884933
54,0.05617006868124008
55,0.05615488439798355
56,0.056239400058984756
57,0.05609611049294472
58,0.05608914792537689
59,0.05597866699099541
60,0.05603237450122833
61,0.05595187842845917
62,0.055911585688591
63,0.055922385305166245
64,0.055857256054878235
65,0.05582745000720024
66,0.05583295226097107
67,0.055713776499032974
68,0.05561782047152519
69,0.05570414662361145
70,0.05563286691904068
71,0.05559297651052475
72,0.05561259016394615
73,0.055602774024009705
74,0.05554266273975372
75,0.05550621822476387
76,0.055581774562597275
77,0.055405326187610626
78,0.055401816964149475
79,0.05539916828274727
80,0.055368803441524506
81,0.05532249063253403
82,0.05534079670906067
83,0.05534224957227707
84,0.05529247224330902
85,0.05519760027527809
86,0.055231284350156784
87,0.05526741221547127
88,0.05518181622028351
89,0.05513005703687668
90,0.05526246875524521
91,0.05511033535003662
92,0.05508241429924965
93,0.05513063445687294
94,0.05511728301644325
95,0.0550650991499424
96,0.05502760410308838
97,0.05499059334397316
98,0.05498407036066055
99,0.05506579205393791
