,mae,mape,rmse,B
0,0.7487366645050352,29.11011135782553,1.1947489350763276,B1
1,0.19060333233744226,52.11251007441127,0.34692207404706715,B2
2,0.434181601920137,46.79105466100027,0.6577881598935893,B3
3,0.48455630034194164,30.204573904369575,0.6932743063729786,B4
4,0.5330840949498953,82.29127782248982,0.8423072186761398,B5
5,0.1742834600902643,56.68239089278775,0.28003981324864446,B6
6,0.3899853773356512,43.00544677185387,0.6225423184591791,B7
7,0.35029554130600965,52.81169420171701,0.5846214553096196,B8
8,0.529777947352497,46.04335300888807,0.8071188045624045,B9
9,0.3284256302835393,56.594051843732096,0.5555614883848022,B10
10,0.23047897567938003,66.0900422383331,0.34627679149441876,B11
11,0.22801803027437537,36.944447617632726,0.3436870075691025,B12
12,0.5014889736738776,40.07120617294137,0.7862863538230995,B13
13,0.7231688992721296,30.734758161270115,1.041386251261828,B14
14,0.8835971237104904,129.67630178068728,1.4531814567403307,B15
15,0.28711276087910925,66.18453278730865,0.42404804182622596,B16
16,0.43283319362506895,196.92539666710252,0.575919885505236,B17
17,1.0815591646198064,67.35329580492103,1.8315032128874358,B18
18,0.3808405182234468,17.229205773274106,0.5571161488303901,B19
19,0.3257088039469841,28.107825731829667,0.5240585442445991,B20
20,0.11000429093405799,66.99600179155134,0.24106880016002508,B21
21,0.4221901184580186,126.39744735858585,0.7206481606162988,B22
22,0.4188500215840225,118.84493705297902,0.5823793949822905,B23
23,0.2582925789831185,72.99117902875999,0.4886657337572701,B24
24,0.4695028768446505,51.84122428768547,0.677840154461768,B25
25,0.1031933501437574,33.88517685254281,0.21222528895704276,B26
26,0.70765051527921,183.3314284820964,1.0069058107318631,B27
27,0.8463009745569111,47.07120957439431,1.151257127694122,B28
