,mae,mape,rmse,B
0,0.7124986811301021,26.70943721605758,1.1734743098453984,B1
1,0.1847157158391909,49.71635327229378,0.3435535651215866,B2
2,0.40726158406391905,39.91642842880752,0.6510078797091626,B3
3,0.47115238960451894,28.764981353329095,0.6854370366060081,B4
4,0.5086647001814357,71.26064798908696,0.8374928872891799,B5
5,0.16750885515378275,50.81348743175926,0.2718118164621492,B6
6,0.37778335953044173,40.874362995115504,0.6112264399233123,B7
7,0.32246679149265634,46.48955622372747,0.5635044263772558,B8
8,0.4606139565657236,38.873057784649255,0.7215504877821012,B9
9,0.312816765960794,50.67348945087716,0.5423923321392417,B10
10,0.21876367410863637,59.639882420407474,0.3399357335894213,B11
11,0.20368932468024606,33.47878284159597,0.3192232548039463,B12
12,0.47146159032013607,34.682350487755585,0.7778251228905964,B13
13,0.687646155096052,27.88785944231519,1.02118159421792,B14
14,0.8191642635609024,106.06180479133714,1.362145743293582,B15
15,0.2731355903137471,63.110659024826276,0.4162347640976117,B16
16,0.4090258328458678,165.20333456869494,0.5526114031808405,B17
17,1.0540715589539789,64.59391684288659,1.8623117818414625,B18
18,0.3764435726498843,16.9653217778199,0.5523092912713485,B19
19,0.3159819752799816,27.066120458648523,0.5147333837808784,B20
20,0.10461733344347687,61.86518005189602,0.23235741566857515,B21
21,0.3991730972536148,110.50654961153232,0.7108262659095096,B22
22,0.4021284319184931,109.51619658180378,0.5634304450488796,B23
23,0.25025284993591707,67.67932951643306,0.48183268329065315,B24
24,0.45525882102891785,49.20964418203008,0.6676443126317293,B25
25,0.10169449229015229,34.35128615111469,0.18865931798123992,B26
26,0.6516382390573625,153.82784894452652,0.958541234997073,B27
27,0.8142128058930059,43.47715093873125,1.1121166447392266,B28
