,mae,rmse,B
145,1.1510638766855483,1.6208843228111582,15.0
146,1.1554515108034895,1.6368004133895269,15.0
147,1.1414528651710625,1.6240069901561498,15.0
148,1.1324533447848273,1.6161105932554627,15.0
149,1.1320958491772526,1.615744970584133,15.0
150,1.14888641696604,1.6334068869177616,15.0
151,0.34761839359365543,0.5093563585208041,16.0
152,0.3515317131454221,0.5140227051440781,16.0
153,0.35212706406788913,0.5109770560551101,16.0
154,0.35511154874548884,0.5142138467286893,16.0
155,0.3617202788048271,0.5252032198583092,16.0
156,0.35881743426587515,0.5226618502257401,16.0
157,0.3606879608203692,0.5261344062256823,16.0
158,0.3596475731735964,0.5251753259277546,16.0
159,0.3599658900561321,0.525372352348511,16.0
160,0.3638970287994517,0.5306890531641028,16.0
161,0.4032432894281711,0.5629407642331075,17.0
162,0.40692150981468345,0.5671355570640948,17.0
163,0.4048903186522981,0.5641585063758449,17.0
164,0.4070102886573955,0.5673390665632524,17.0
165,0.40983001113076334,0.5704497434414479,17.0
166,0.4116488908126891,0.5733890106423614,17.0
167,0.4151426201957359,0.5778945694392844,17.0
168,0.4175249240947316,0.5810529199634098,17.0
169,0.415484354471512,0.5784405075299093,17.0
170,0.41878395609029856,0.5812926413345314,17.0
171,1.1297032384896817,1.95556627019684,18.0
172,1.1452973496693502,1.9836923020618729,18.0
173,1.16637048022304,1.978768858819077,18.0
174,1.1777451998560025,1.9946570368573489,18.0
175,1.1726523822390178,1.9877142773002865,18.0
176,1.1775268347021102,1.986402070495985,18.0
177,1.193131649246862,1.9985712198468968,18.0
178,1.1743795069675682,1.9851583889352813,18.0
179,1.1789478256006118,1.9901394563473616,18.0
180,1.1944549129445154,1.9983307803407333,18.0
181,0.5023095395077944,0.6733229499042683,19.0
182,0.4997257318327068,0.6730792386210801,19.0
183,0.511597178370426,0.6831467346011943,19.0
184,0.5149552257302332,0.6869573016123057,19.0
185,0.5188010504408029,0.6906079309503308,19.0
186,0.5271941747149473,0.7011145396115884,19.0
187,0.5154330321291198,0.6870089908780657,19.0
188,0.5248537560940578,0.6954147158270313,19.0
