,mae,rmse,B
236,0.3896891730551596,0.5327286972269865,23.0
237,0.3818929436999066,0.5270333020494395,23.0
238,0.3873805088022767,0.5344585548929393,23.0
239,0.38921455642507385,0.5386509324757796,23.0
240,0.3974073040305253,0.5433452120723933,23.0
241,0.30406811807050255,0.5212268383021902,24.0
242,0.29797371444661236,0.5231809264193229,24.0
243,0.3058842908834591,0.5411110954175734,24.0
244,0.3168874867122264,0.5525621647246117,24.0
245,0.3196732767920298,0.5529018374525612,24.0
246,0.31773404055199567,0.5578333522719449,24.0
247,0.3184410294174253,0.556653486482091,24.0
248,0.3160638555503808,0.552348475510712,24.0
249,0.31823616373142655,0.5556311468091447,24.0
250,0.3310061194520283,0.5778209354389159,24.0
251,0.4422237801577466,0.6805277704937915,25.0
252,0.44757538196111946,0.6937992224132643,25.0
253,0.45686031482438444,0.710985637947208,25.0
254,0.4563796632034083,0.7089697280941529,25.0
255,0.4632840183534433,0.7175938743074396,25.0
256,0.46316777624254574,0.7169822532632725,25.0
257,0.46976185873211956,0.7262531993636813,25.0
258,0.4689895934813682,0.7214456636892009,25.0
259,0.4770158816062614,0.7329523149665881,25.0
260,0.4871306709514493,0.7416758421896398,25.0
261,0.09874267002485775,0.20678036378765563,26.0
262,0.0998941485413204,0.20313201188622365,26.0
