,mae,mape,rmse,B
0,0.33940002384103996,28.46570002175058,0.5369789328650068,B1
1,0.1627916168919416,51.692641307554965,0.29546643654172344,B2
2,0.3461483998567083,43.79011627394462,0.5242438899370223,B3
3,0.3833246846789237,31.571097662220833,0.5429928026925982,B4
4,0.4447760897137492,91.21683816998737,0.6771753541430021,B5
5,0.14094478296120516,53.32757336692138,0.2258619872620838,B6
6,0.28109015174399576,47.33908415339023,0.43130037595433307,B7
7,0.3387665117473603,62.85667985617911,0.5387876488781355,B8
8,0.30849678169809047,48.98996337878776,0.4484804110219017,B9
9,0.305013371845793,56.100133393367535,0.5069991749209012,B10
10,0.2623855891937909,57.73584312724237,0.3983615607743829,B11
11,0.16655562354414252,33.79034595378575,0.2561847685362697,B12
12,0.40631634241649206,37.319220967416115,0.646518805656269,B13
13,0.47750044941615866,28.952157962378255,0.6969419003441454,B14
14,0.8460801775677688,118.47942242141438,1.3899402758048816,B15
15,0.30281287978690086,66.2761574717117,0.46988271605323184,B16
16,0.30178754423525506,150.10666119732443,0.4255262156174521,B17
17,1.0589514681210894,64.12999338189474,1.803361649289639,B18
18,0.339235292881844,17.051979492741726,0.4901447425186243,B19
19,0.33093819563752164,28.30928278882278,0.5302052083896296,B20
20,0.10925539517513949,74.58924069627125,0.22551037454121742,B21
21,0.3119887975843339,136.01202978761958,0.5104238561420507,B22
22,0.4287956947108652,99.42514346388118,0.6191396757765507,B23
23,0.24820646895563048,69.36670935134332,0.47193388259397395,B24
24,0.408166214113927,48.48252315798963,0.6044847551327014,B25
25,0.09891221085893148,34.522027399646554,0.20182818800623908,B26
26,0.7751931327469928,173.48158029994948,1.1266987582516723,B27
27,0.6940981260339808,46.80577794139159,0.9200674159397113,B28
