,mape,rmse
1,32.38388612543109,0.5717242825282667
2,76.13239570014716,0.33723766023533813
3,60.407334150735906,0.6615986668389062
4,54.838638933468,0.7895361836736436
5,52.27742113898286,0.8553395726983922
6,204.71036315954117,0.25299669995765206
7,121.76969814389227,0.6601495665750184
8,63.976394946317164,0.52659193050516
9,108.37753591772517,1.0344854576489784
10,54.681293643378936,0.4256051224451742
11,33.6476263151111,0.3585935970201862
12,39.428010890876074,0.274154024147753
13,39.72077486477586,0.7862806351620772
14,37.451413446058204,0.8715932640617227
15,154.74537058102027,1.418469934758545
16,117.27493862267247,0.48872174914339545
17,175.13478200406115,0.533642648760572
18,43.99255972173009,1.7924808581469474
19,22.472812228152208,0.5669957160850705
20,100.83233552507551,0.6021726265078104
21,59.793203699066474,0.2211826335741256
22,266.6902104504092,0.8561121922875649
23,119.18840809974563,0.5041947939587832
24,286.32177969396196,0.5234415351484568
25,48.32428255800264,0.6561979154772482
26,40.614678624248924,0.20385867344050856
27,351.11110436575905,1.0534095080346046
