,mae,mape,rmse,B
0,13.553424349420782,112.32202501651373,20.82734708417464,GEP1
1,5.59535293278384,20.4327264768784,8.51078434374489,GEP4
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
