,mae,mape,rmse,B
0,0.1463699831133886,60.3379141052557,0.23559648949377615,MAC000020
1,0.10168399547854017,80.16985984433765,0.17781542545824452,MAC001814
2,0.07900348434758606,76.95964566932989,0.11014508807997493,MAC003721
3,0.15392170239012365,43.94475155588836,0.24639637654696533,MAC003341
4,0.050131538959322125,65.39448696474894,0.07079844116837943,MAC001688
5,0.2696321201559968,110.79099020736267,0.40782821889712595,MAC002714
6,0.10542824260189419,72.04556895875442,0.16909260731213502,MAC003248
7,0.28211388211219307,57.15649872308982,0.41851569038768,MAC002235
8,0.17982932349608183,28.999606777675808,0.25265312235965925,MAC004754
9,0.3765880930378741,62.177930870196704,0.5240007144381149,MAC003186
10,0.09535601664409181,168.3201018835523,0.16912783506095921,MAC003154
11,0.26049438312073525,116.53904308034018,0.3982656085806644,MAC002004
12,0.24964153823686552,89.50738679449032,0.36792713265964255,MAC000446
13,0.4528855925698674,86.56443001783273,0.6296398216297152,MAC003133
14,0.2534963139268013,67.49269540349005,0.3557982750054366,MAC003210
15,0.29221593488037584,92.53348030434961,0.47115375508410057,MAC003274
16,0.15496762543226086,66.89992782544722,0.25371830637027637,MAC003042
17,0.16151473286211152,70.58873837179269,0.259112424385786,MAC001680
18,0.21842583676601654,126.9325477777916,0.37324699482203355,MAC004338
19,0.4696376983892624,103.43411316582825,0.6943320903584109,MAC003247
20,0.1665543593146747,114.42270550199238,0.29865714258662585,MAC002419
21,0.06638609870619464,53.46798210647719,0.09281323283984622,MAC000236
22,0.23188652036850146,70.53572248207232,0.33612038616504253,MAC004422
23,0.1415040197011168,26.87208138476287,0.2131583163931938,MAC002325
24,0.08284683896297153,70.30882396401182,0.1497285211388571,MAC000714
25,0.20172003382574674,86.6858238950302,0.32587967634129006,MAC003282
26,0.03719927007979416,24.77420598217354,0.06049382326241719,MAC002488
27,0.06258645375384102,20.410972109867785,0.08691746747052728,MAC001796
28,0.15329266303030603,90.89571357627239,0.23349741762600792,MAC000483
29,0.23015300045835407,117.9047232806286,0.37613949726617546,MAC001435
30,0.21648636591208545,46.46903148144622,0.3424319953685328,MAC003109
31,0.07878894468119882,37.75945571564611,0.10323125977073501,MAC003688
32,0.18144999074728482,64.1472208189276,0.266503014349878,MAC004125
33,0.12824827733424335,73.39228064255316,0.19071680356361775,MAC003311
34,0.17654276210083217,106.83703394243797,0.24576580954758406,MAC000658
35,0.11071822284326681,26.687825963507777,0.1695930109428093,MAC000532
36,0.2338670397920524,57.23460763636834,0.34537876014604335,MAC000081
37,0.18666966488932363,73.97063922591761,0.2753407992610941,MAC001927
38,0.2175132679228957,53.3706592367912,0.32309106136910676,MAC000802
39,0.4093841153786893,119.53138406453587,0.6348658918398679,MAC005484
40,0.1576734738894795,58.345107098794244,0.2363770677827609,MAC001639
41,0.13488740510605837,80.24437180452885,0.1976603954514475,MAC004243
42,0.17315420799397493,50.798559431843415,0.27899769964133253,MAC002103
43,0.2989064061392596,72.3594377973916,0.4446753542894792,MAC002105
44,0.08558067313842732,85.12712407564142,0.16356294178445363,MAC003988
