,mae,mape,rmse,B
0,,,,
1,0.18071103180720285,47.94920345520484,0.34543928983597083,2.0
2,0.3852234708556474,40.62216468171228,0.6139768699446811,3.0
3,0.5090467446557673,30.316628198603095,0.738656426646048,4.0
4,0.5722730310435505,86.94214131874133,0.9003365060058331,5.0
5,0.17417147244594489,48.70298893346124,0.28778121821118646,6.0
6,0.4023592730150399,39.101121822963655,0.6732511885608305,7.0
7,0.41490257337678943,67.83154965973601,0.6588992302205806,8.0
8,0.5945867230468016,46.32655356258174,0.9510399827744003,9.0
9,0.3410081547338367,59.85917875479137,0.5616673058431474,10.0
10,0.24503960316073173,72.59442548965785,0.35928941023468863,11.0
11,0.22439121206447135,37.32690566114821,0.35341524314076106,12.0
12,0.5099892345681155,39.98605540477166,0.8031243969457205,13.0
13,0.8627315759318444,32.09906614056406,1.2921589624502814,14.0
14,0.9027337255218582,134.23183892157996,1.4584434368037094,15.0
15,0.3730318259278664,94.48380514051043,0.5396822087273501,16.0
16,0.4683967418761426,244.9732167605016,0.6240681386149889,17.0
17,1.139275768624388,73.90093260189992,1.8704736489100797,18.0
18,0.38620767996318095,18.093389340925587,0.5521186325634213,19.0
19,0.38209241593521215,33.225333946333905,0.5905104302796957,20.0
20,0.1622906481100349,114.41817194504974,0.27569364743401864,21.0
21,0.4104237901090019,112.4619910330833,0.7295431320480006,22.0
22,0.45605322384408553,132.1164162534056,0.6244245079923202,23.0
23,0.282254707262551,79.00352617752164,0.5089748877041861,24.0
24,0.49448225102814103,54.46259157826538,0.7148628515146337,25.0
25,0.1398964816603694,47.955343109349684,0.24446782032842243,26.0
26,0.8451974382577548,181.63748597698975,1.246796342704687,27.0
27,0.9183974565696247,51.00190329170267,1.219554070834323,28.0
