,mae,rmse,B
0,,,
1,3.561559473281242,5.238491013907886,GEP1
2,3.235450517781295,4.940565290134664,GEP1
3,3.2531207759237986,4.951100432035661,GEP1
4,3.1385200765249763,4.780476348475183,GEP1
5,3.189326893151506,4.834658054483301,GEP1
6,3.196164526974431,4.848465162063979,GEP1
7,3.254785897077403,4.932794334656308,GEP1
8,3.2519901166641576,4.927117027552653,GEP1
9,3.2104441894467186,4.876629517471868,GEP1
10,3.2480753036801016,4.92566092673298,GEP1
11,1.316996554835749,1.7046476303268971,GEP2
12,1.3074604819663878,1.6867775348119127,GEP2
13,1.313313958324595,1.7110764726788645,GEP2
14,1.308688899354155,1.7076489303384619,GEP2
15,1.3079099510927548,1.6906465673426547,GEP2
16,1.319345882796558,1.7134035472337485,GEP2
17,1.3166632781671623,1.7148649324343581,GEP2
18,1.3343025566643192,1.7270236400208308,GEP2
19,1.3341297166301138,1.7397171320584068,GEP2
20,1.3450138381423367,1.7515355334380793,GEP2
21,2.1221745843607187,3.0688139317868126,GEP4
22,2.103461094009978,2.9922424751639984,GEP4
23,2.086304766622175,2.969393612269577,GEP4
24,2.1008023961740587,2.997108681023843,GEP4
25,2.1039400815265847,3.0082491187192457,GEP4
26,2.09381410588844,3.0063877290975585,GEP4
27,2.101493820248853,3.00851624973691,GEP4
28,2.0950531922689968,3.015934227150808,GEP4
29,2.1257798025875756,3.051302144709589,GEP4
30,2.1175970957790162,3.0424049825103308,GEP4
