,mae,mape,rmse,B
0,15.539628458950173,181.42381472819318,21.74972461539042,GEP1
1,6.953838863083587,27.191254802951665,9.522948287837048,GEP4
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,,,,
